epoch,train_loss_history,train_acc_history,val_loss_history,val_acc_history
0,4.217920967008022,0.022069360848380626,4.127234010391584,0.0273972602739726
1,4.125593342388828,0.022929206076239612,4.104836183051541,0.0319634703196347
2,4.096921543707373,0.024648896531957582,4.088598423352525,0.0319634703196347
3,4.062295283311826,0.034107194038406424,4.056663464193475,0.0228310502283105
4,4.020721603922736,0.037259959873889366,3.9837310368611933,0.02968036529680365
5,3.9853859040688633,0.0412725709372313,3.951920155520853,0.03881278538812785
6,3.952419156500657,0.046718257380338205,3.931741557709158,0.0502283105022831
7,3.934880824648025,0.05760963026655202,3.919078613525112,0.0502283105022831
8,3.9110374047510876,0.055603324734881054,3.9135340424977483,0.05251141552511415
9,3.8662565439196364,0.06305531670965893,3.8385682073357987,0.0502283105022831
10,3.8503913969595884,0.0702206936084838,3.859125201560591,0.0593607305936073
11,3.8053167179273855,0.08512467755803955,3.785431933729616,0.07990867579908675
12,3.775489162667565,0.08684436801375753,3.7915998060409337,0.0821917808219178
13,3.7524161603943464,0.09343651476067641,3.7612308824443383,0.091324200913242
14,3.708394818198001,0.09830897105187733,3.7278877817876808,0.0776255707762557
15,3.7208917055542745,0.09572943536830038,3.7605031494680605,0.0776255707762557
16,3.6957643768035022,0.1003152765835483,3.779399577885458,0.07534246575342465
17,3.6629217535419634,0.1063341931785612,3.6679445390831935,0.0867579908675799
18,3.6429105633205108,0.10662080825451418,3.6353348292172227,0.0821917808219178
19,3.610730787032858,0.10891372886213815,3.6912327041364694,0.09360730593607305
20,3.5498299365673684,0.11980510174835196,3.6767288408322965,0.1050228310502283
21,3.52778926965807,0.12582401834336487,3.6441537571824303,0.12557077625570776
22,3.488283402805651,0.13184293493837776,3.5814153298939746,0.1095890410958904
23,3.4496936811079233,0.1421610776726856,3.477169397214776,0.12557077625570776
24,3.433212170186785,0.14875322441960448,3.56337379973773,0.12100456621004566
25,3.388469995212746,0.1536256807108054,3.3948356375846687,0.14383561643835616
26,3.355558725440697,0.16680997420464316,3.4450857857046606,0.1689497716894977
27,3.298448170587852,0.17454858125537404,3.4931002806310785,0.1598173515981735
28,3.2676090576410224,0.177128116938951,3.3621587459355187,0.15753424657534246
29,3.2489250536530774,0.176268271711092,3.3240022615754987,0.17123287671232876
30,3.207428912509646,0.17913442247062195,3.205389435432817,0.1963470319634703
31,3.1528804589903228,0.19891086271137862,3.2234364503050505,0.18493150684931506
32,3.120742922356765,0.20349670392662655,3.0951110641705935,0.20776255707762556
33,3.0976813486634436,0.21897391802808827,3.8064976195766502,0.09817351598173515
34,3.107372589936807,0.2060762396102035,3.139889037772401,0.20776255707762556
35,3.0291317085305476,0.2181140728002293,3.1743648890490945,0.2146118721461187
36,2.9673905844126707,0.22871883061049011,3.1634487996906993,0.20776255707762556
37,2.951976052598852,0.23158498137002007,3.0404911258993628,0.228310502283105
38,2.8590213497377257,0.26225279449699057,3.0196286608639373,0.2328767123287671
39,2.8486698344841015,0.25824018343364863,3.0514801963823572,0.228310502283105
40,2.816111179845454,0.2602464889653196,2.9570474504880164,0.2625570776255708
41,2.815987075287416,0.2828890799656062,2.9922247085397102,0.2625570776255708
42,2.7405643331932796,0.2805961593579822,2.966804468468444,0.2694063926940639
43,2.6577728963848104,0.30295213528231585,2.940763718461337,0.2899543378995434
44,2.6478698355449786,0.3124104327887647,3.0883947246150885,0.28538812785388123
45,2.6192170295103057,0.3069647463456578,2.8180541687360092,0.30365296803652964
46,2.536806846765161,0.32616795643450847,2.7352269174845794,0.3264840182648402
47,2.5151078720836253,0.33304671825738036,2.796112859630149,0.3013698630136986
48,2.521940192509326,0.33419317856119235,2.8036405103936044,0.317351598173516
49,2.4601550495839795,0.353396388650043,2.7260372039934273,0.34018264840182644
50,2.3571026243224598,0.3657208369160218,2.7810954187558665,0.3059360730593607
51,2.338193162801649,0.38635712238463743,2.842937477103107,0.3515981735159817
52,2.307181532248346,0.3760389796503296,2.8348493292995784,0.3333333333333333
53,2.295381683099232,0.38693035253654345,2.8083076204883453,0.3356164383561644
54,2.2432170812159087,0.4001146460303812,2.6598466640193714,0.34931506849315064
55,2.1837643564311167,0.3986815706506162,2.605967641421105,0.3926940639269406
56,2.1658184458649785,0.42017770134709087,2.732486127174064,0.39497716894977164
57,2.1170222580894147,0.4273430782459157,2.727074573029122,0.38584474885844744
58,2.085549332549559,0.43794783605617654,2.6804928627188347,0.4155251141552511
59,2.0223400944725904,0.45313843508168533,2.8690164949251638,0.3835616438356164
60,2.031085968564253,0.4539982803095443,2.614165853691972,0.3881278538812785
61,1.9465596627355408,0.46345657781599314,2.61242464851571,0.40410958904109584
62,1.9053394059186406,0.4780739466895959,2.862319011666459,0.34931506849315064
63,1.9109682097206762,0.48409286328460877,2.619528352397762,0.410958904109589
64,1.8927253916940774,0.4878188592719977,2.7706024581438875,0.3835616438356164
65,1.829778427652658,0.4998566924620235,2.6266264980786467,0.4292237442922374
66,1.7566834545709507,0.5127543708799083,2.7626268776584433,0.3904109589041096
67,1.772782368931944,0.5167669819432502,2.6404973197745405,0.4200913242009132
68,1.73341736789418,0.5179134422470623,2.864595194385476,0.4063926940639269
69,1.7311700219307153,0.529091430209229,2.592445680539902,0.4269406392694064
70,1.7030855893883743,0.5331040412725709,2.535243574342771,0.4452054794520548
71,1.6505539755521923,0.5480080252221267,2.578314253184349,0.4383561643835616
72,1.606389476631801,0.5660647750071653,2.5219255353762136,0.4383561643835616
73,1.5471492608388264,0.5758096875895672,2.768729218609257,0.454337899543379
74,1.559035814672871,0.5586127830323875,2.638963284557813,0.4520547945205479
75,1.5375453439063622,0.5766695328174262,2.5435169853576243,0.4520547945205479
76,1.465577989842291,0.5912869016910289,3.0708677278806085,0.4360730593607306
77,1.485696333122308,0.589567211235311,2.5799425127299407,0.4703196347031963
78,1.4819121243927054,0.5955861278303239,2.7255277628223644,0.4520547945205479
79,1.4202383914831616,0.6033247348810548,2.8337357153086904,0.4383561643835616
80,1.3928233452395404,0.6087704213241617,2.648629373883548,0.4726027397260274
81,1.4153017659486622,0.6084838062482086,2.6116068940184434,0.4817351598173516
82,1.3388465499085251,0.6276870163370594,2.729098402746192,0.4611872146118721
83,1.2803791278616068,0.642877615362568,2.53964257893497,0.47716894977168944
84,1.300368683629953,0.6385783892232731,2.953591365248101,0.4520547945205479
85,1.2967751610412335,0.647176841501863,2.8810287469053923,0.4726027397260274
86,1.2263399887030293,0.6566351390083118,2.776627964080741,0.4474885844748858
87,1.252884051628255,0.6531957580968759,2.9176013763636757,0.4908675799086758
88,1.2159911925418905,0.6566351390083118,2.975545026395963,0.4634703196347032
89,1.1691085127849365,0.6703926626540556,3.0900023440792137,0.4520547945205479
90,1.209599020010286,0.6629406706792778,2.7419826042706563,0.4908675799086758
91,1.1868456640705471,0.6683863571223847,2.641597085347459,0.45662100456621
92,1.1380077712889147,0.6930352536543423,2.5562364037178424,0.49543378995433784
93,1.107622701549776,0.6936084838062482,2.6964487833519506,0.4748858447488584
94,1.1454827077547982,0.6798509601605045,2.6891049848843926,0.5068493150684932
95,1.0947063177627558,0.6947549441100602,2.513401157779781,0.5114155251141552
96,1.0536211552405363,0.705646316996274,2.8351108810128687,0.4931506849315068
97,1.0468463573800215,0.711092003439381,2.732151287331429,0.5205479452054794
98,1.0027270021873205,0.7153912295786758,2.7175300480568247,0.4703196347031963
99,1.0682046127100666,0.7030667813126971,3.0719367282031333,0.4840182648401826
100,1.0396395573543593,0.7099455431355689,2.681195213914462,0.502283105022831
101,0.938941116078804,0.7345944396675266,2.7361986864375196,0.5251141552511416
102,0.9714417518398146,0.7259959873889367,2.7431698999448453,0.4840182648401826
103,0.9539870385557849,0.7274290627687017,2.930126259860383,0.4748858447488584
104,1.0160780708097599,0.7234164517053597,3.0430923934396543,0.4908675799086758
105,1.028965376345262,0.7254227572370306,2.726559794656762,0.5114155251141552
106,0.9555962851752043,0.7294353683003726,2.9356054552069537,0.48630136986301364
107,0.9202553317074654,0.7449125824018343,2.8550518321120033,0.49543378995433784
108,0.957468531882739,0.7334479793637145,2.54412405675949,0.5136986301369862
109,0.9474905136493258,0.7348810547434795,2.8448338748113207,0.5273972602739726
110,0.8877979252870734,0.7472055030094583,3.046056518815968,0.4703196347031963
111,0.8912804485494887,0.7540842648323302,3.1068391103178397,0.4748858447488584
112,0.9229262387660282,0.7483519633132703,2.760683244766166,0.5273972602739726
113,0.9057584819564097,0.7463456577815993,2.847803033105859,0.47716894977168944
114,0.8999111779476175,0.7509314989968473,2.7888184769512856,0.5273972602739726
115,0.8532990147166144,0.760676411579249,2.8832435662343623,0.4977168949771689
116,0.813500098766656,0.7750071653768988,2.903839054717321,0.5114155251141552
117,0.8483683764336614,0.770707939237604,2.7324641850441016,0.5
118,0.7928036773536226,0.7876182287188306,2.8987464980992006,0.5296803652968036
119,0.7901112055429999,0.7781599312123818,2.855522204751838,0.5251141552511416
120,0.817095757145771,0.7695614789337919,2.7367025151100335,0.5159817351598173
121,0.8113357819196111,0.768128403554027,2.901245571706937,0.48630136986301364
122,0.8246952821819582,0.7692748638578389,2.6106840807553295,0.4885844748858447
123,0.785016768366124,0.7807394668959587,3.113201153877119,0.49543378995433784
124,0.794884504168995,0.7824591573516767,2.657148676920155,0.5091324200913242
125,0.7804277732468635,0.7787331613642878,2.8023803778435,0.5
126,0.764700749296963,0.7813126970478648,2.668879532378558,0.5136986301369862
127,0.7037666663975933,0.8056749785038693,2.8505530477114465,0.5228310502283104
128,0.7631032168267278,0.7838922327314417,2.573797984754658,0.5159817351598173
129,0.7062045714000331,0.8039552880481513,3.084136910634498,0.5114155251141552
130,0.6987689757763946,0.8028088277443394,2.9008375281068286,0.5
131,0.6860675938869486,0.8033820578962454,3.3459922646822995,0.4817351598173516
132,0.7006937139319226,0.8051017483519634,3.1966108633502976,0.5114155251141552
133,0.6749961072785631,0.8119805101748352,2.794028522761445,0.5342465753424657
134,0.7152681101287597,0.8008025222126685,2.699971804335781,0.4908675799086758
135,0.6900004167958569,0.8068214388076813,3.0312609770526624,0.5
136,0.7039458481757748,0.8002292920607624,2.924959746125626,0.4977168949771689
137,0.6402539151826674,0.8222986529091431,3.2284598475721875,0.49543378995433784
138,0.6863888430711567,0.8079678991114932,2.8847164198688175,0.4931506849315068
139,0.6683283299079561,0.8091143594153053,3.1482415204723133,0.4931506849315068
140,0.6980086141686345,0.8062482086557753,3.073635673958417,0.48630136986301364
141,0.6240723271122564,0.8200057323015191,3.0707323899552157,0.4977168949771689
142,0.6633569025726843,0.8139868157065062,2.8857361274222804,0.5365296803652968
143,0.6749711430971381,0.8154198910862711,2.938333843396679,0.5159817351598173
144,0.6181464044915874,0.828604184580109,3.199894291080841,0.5205479452054794
145,0.6751200421623871,0.8065348237317284,3.1481827287913458,0.4817351598173516
146,0.6322511295494633,0.82201203783319,2.9185780058168387,0.5068493150684932
147,0.6434782209420963,0.8151332760103182,3.0576836213673633,0.5273972602739726
148,0.5939360156241035,0.8306104901117799,2.949733396643373,0.504566210045662
149,0.62092116911591,0.82201203783319,3.1621417814193795,0.4931506849315068
150,0.6038512741470446,0.826311263972485,3.0441597106794243,0.4908675799086758
151,0.6159994144363162,0.8326167956434508,3.0717180156272295,0.5228310502283104
152,0.5941718191156145,0.824591573516767,3.298907829746264,0.49543378995433784
153,0.5962817614247308,0.8274577242762969,2.9869481853154154,0.5342465753424657
154,0.5513314946601848,0.8478073946689596,3.122825830494432,0.5182648401826484
155,0.5819775681674703,0.8392089423903698,3.052428904733701,0.502283105022831
156,0.5394709124610225,0.8446546288334766,3.4259317988130054,0.4977168949771689
157,0.5993242767418172,0.8308971051877329,3.147218942642212,0.5
158,0.6028512315512319,0.825738033820579,2.847787471666728,0.502283105022831
159,0.5808133651889748,0.8420750931498997,3.1997134560319385,0.49543378995433784
160,0.5627893984027359,0.8446546288334766,3.0176618148202765,0.5114155251141552
161,0.5195099395200905,0.8541129263399255,3.430014835645075,0.502283105022831
162,0.5902938789472637,0.8377758670106048,3.2328052738485815,0.5
163,0.588804384807216,0.8397821725422757,3.0168794159475527,0.49543378995433784
164,0.5708946777162254,0.8386357122384638,2.8608432306002265,0.5410958904109588
165,0.5338869159766274,0.8529664660361135,3.3454330304986266,0.5
166,0.5254688312823536,0.8512467755803955,3.1647300970608785,0.5410958904109588
167,0.5603755131325431,0.8449412439094297,2.964218660032368,0.5205479452054794
168,0.5306041761399956,0.8463743192891946,3.3930595645077153,0.5296803652968036
169,0.5274261287783237,0.8512467755803955,3.177971683136404,0.5136986301369862
170,0.5037304791313558,0.8615649183147034,2.9963181791784557,0.5136986301369862
171,0.5105902261671141,0.8604184580108913,3.3366649586316113,0.5136986301369862
172,0.5529282231766844,0.8432215534537116,3.267135799203289,0.504566210045662
173,0.5445423502059679,0.8460877042132416,3.2652394314334816,0.5
174,0.5183116432314583,0.8518200057323015,2.9479839077823238,0.5159817351598173
175,0.5197072558021709,0.8518200057323015,3.6073335784755343,0.4977168949771689
176,0.49662319156289203,0.8618515333906563,3.0098485391433925,0.5136986301369862
177,0.5151491129627266,0.8515333906563486,3.1665870843957005,0.5182648401826484
178,0.5074258976113868,0.8543995414158785,3.499124739268055,0.5319634703196346
179,0.5017165783039989,0.8529664660361135,2.8932208764498637,0.5273972602739726
